10:17:03:682 | Início do arquivo de aquisição de dados
10:17:03:721 | 0|Ticks=15||1|-11|-44|-16| 0 |
10:17:03:738 | 1|Ticks=0||1|-11|-44|-16| 0 |
10:17:03:768 | 2|Ticks=0||1|-12|-45|-17| 0 |
10:17:03:799 | 3|Ticks=0||1|-12|-45|-16| 0 |
10:17:03:827 | 4|Ticks=0||1|-13|-46|-16| 0 |
10:17:03:857 | 5|Ticks=0||1|-13|-46|-16| 0 |
10:17:03:889 | 6|Ticks=0||1|-12|-46|-17| 0 |
10:17:03:920 | 7|Ticks=0||1|-12|-47|-15| 0 |
10:17:03:950 | 8|Ticks=0||1|-12|-46|-15| 0 |
10:17:03:982 | 9|Ticks=0||1|-12|-46|-16| 0 |
10:17:04:8 | 10|Ticks=0||1|-11|-45|-16| 0 |
10:17:04:40 | 11|Ticks=0||1|-10|-46|-17| 0 |
10:17:04:71 | 12|Ticks=0||1|-10|-46|-17| 0 |
10:17:04:102 | 13|Ticks=0||1|-10|-45|-18| 0 |
10:17:04:134 | 14|Ticks=0||1|-10|-45|-18| 0 |
10:17:04:166 | 15|Ticks=0||1|-10|-46|-19| 0 |
10:17:04:197 | 16|Ticks=0||1|-9|-46|-18| 0 |
10:17:04:280 | 17|Ticks=16||1|-9|-45|-18| 0 |
10:17:04:285 | 18|Ticks=0||1|-9|-46|-19| 0 |
10:17:04:316 | 19|Ticks=0||1|-10|-46|-19| 0 |
10:17:04:348 | 20|Ticks=0||1|-9|-46|-19| 0 |
10:17:04:379 | 21|Ticks=0||1|-9|-46|-19| 0 |
10:17:04:409 | 22|Ticks=0||1|-9|-45|-18| 0 |
10:17:04:437 | 23|Ticks=16||1|-9|-45|-19| 0 |
10:17:04:468 | 24|Ticks=15||1|-9|-46|-17| 0 |
10:17:04:499 | 25|Ticks=15||1|-9|-46|-17| 0 |
10:17:04:531 | 26|Ticks=16||1|-10|-45|-17| 0 |
10:17:04:561 | 27|Ticks=16||1|-9|-45|-17| 0 |
10:17:04:592 | 28|Ticks=16||1|-9|-46|-16| 0 |
10:17:04:618 | 29|Ticks=0||1|-10|-46|-17| 0 |
10:17:04:651 | 30|Ticks=0||1|-10|-45|-17| 0 |
10:17:04:681 | 31|Ticks=0||1|-10|-45|-17| 0 |
10:17:04:712 | 32|Ticks=0||1|-10|-45|-18| 0 |
10:17:04:745 | 33|Ticks=0||1|-10|-45|-18| 0 |
10:17:04:775 | 34|Ticks=0||1|-11|-45|-18| 0 |
10:17:04:807 | 35|Ticks=0||1|-10|-45|-18| 0 |
10:17:04:832 | 36|Ticks=0||1|-10|-45|-18| 0 |
10:17:04:863 | 37|Ticks=0||1|-10|-45|-18| 0 |
10:17:04:896 | 38|Ticks=0||1|-10|-45|-17| 0 |
10:17:04:926 | 39|Ticks=0||1|-10|-46|-18| 0 |
10:17:04:958 | 40|Ticks=0||1|-10|-45|-18| 0 |
10:17:04:989 | 41|Ticks=0||1|-10|-45|-18| 0 |
10:17:05:19 | 42|Ticks=0||1|-10|-46|-17| 0 |
10:17:05:47 | 43|Ticks=0||1|-10|-45|-16| 0 |
10:17:05:77 | 44|Ticks=0||1|-10|-46|-17| 0 |
10:17:05:109 | 45|Ticks=0||1|-10|-46|-16| 0 |
10:17:05:140 | 46|Ticks=0||1|-10|-45|-17| 0 |
10:17:05:171 | 47|Ticks=0||1|-10|-47|-17| 0 |
10:17:05:203 | 48|Ticks=0||1|-9|-47|-17| 0 |
10:17:05:229 | 49|Ticks=0||1|-11|-47|-18| 0 |
10:17:05:261 | 50|Ticks=0||1|-10|-46|-18| 0 |
10:17:05:291 | 51|Ticks=0||1|-9|-46|-18| 0 |
10:17:05:322 | 52|Ticks=0||1|-9|-45|-18| 0 |
10:17:05:432 | 53|Ticks=0||1|-10|-46|-17| 9 |
10:17:05:443 | 54|Ticks=0||1|-10|-46|-17| 9 |
10:17:05:473 | 55|Ticks=0||1|-10|-45|-17| 9 |
10:17:05:506 | 56|Ticks=0||1|-10|-45|-18| 9 |
10:17:05:537 | 57|Ticks=0||1|-9|-44|-18| 9 |
10:17:05:569 | 58|Ticks=0||1|-10|-45|-19| 9 |
10:17:05:600 | 59|Ticks=0||1|-10|-44|-19| 9 |
10:17:05:630 | 60|Ticks=0||1|-10|-44|-19| 9 |
10:17:05:657 | 61|Ticks=0||1|-11|-45|-19| 9 |
10:17:05:824 | 62|Ticks=0||1|-10|-46|-16| 9 |
10:17:05:840 | 63|Ticks=16||1|-9|-46|-17| 9 |
10:17:05:871 | 64|Ticks=15||1|-10|-46|-17| 9 |
10:17:05:902 | 65|Ticks=0||1|-10|-46|-17| 9 |
10:17:05:933 | 66|Ticks=0||1|-9|-46|-18| 9 |
10:17:05:965 | 67|Ticks=16||1|-9|-46|-17| 9 |
10:17:05:997 | 68|Ticks=16||1|-10|-46|-18| 9 |
10:17:06:26 | 69|Ticks=0||1|-9|-47|-18| 9 |
10:17:06:53 | 70|Ticks=0||1|-9|-46|-18| 9 |
10:17:06:85 | 71|Ticks=0||1|-9|-46|-18| 9 |
10:17:06:116 | 72|Ticks=0||1|-9|-45|-18| 9 |
10:17:06:147 | 73|Ticks=0||1|-9|-45|-18| 9 |
10:17:06:177 | 74|Ticks=0||1|-9|-45|-18| 9 |
10:17:06:209 | 75|Ticks=0||1|-10|-46|-17| 9 |
10:17:06:241 | 76|Ticks=0||1|-10|-45|-18| 9 |
10:17:06:268 | 77|Ticks=0||1|-9|-46|-17| 9 |
10:17:06:298 | 78|Ticks=0||1|-10|-46|-17| 9 |
10:17:06:329 | 79|Ticks=0||1|-9|-45|-17| 9 |
10:17:06:361 | 80|Ticks=0||1|-10|-46|-18| 9 |
10:17:06:392 | 81|Ticks=0||1|-10|-45|-18| 9 |
10:17:06:424 | 82|Ticks=0||1|-10|-46|-17| 9 |
10:17:06:449 | 83|Ticks=15||1|-10|-46|-18| 9 |
10:17:06:480 | 84|Ticks=16||1|-10|-45|-18| 9 |
10:17:06:513 | 85|Ticks=0||1|-9|-45|-18| 9 |
10:17:06:543 | 86|Ticks=0||1|-9|-46|-18| 9 |
10:17:06:575 | 87|Ticks=0||1|-9|-46|-18| 9 |
10:17:06:607 | 88|Ticks=0||1|-9|-46|-18| 9 |
10:17:06:636 | 89|Ticks=16||1|-9|-47|-17| 9 |
10:17:06:664 | 90|Ticks=0||1|-9|-47|-17| 9 |
10:17:06:695 | 91|Ticks=0||1|-9|-47|-17| 9 |
10:17:06:726 | 92|Ticks=0||1|-9|-48|-17| 9 |
10:17:06:757 | 93|Ticks=0||1|-8|-49|-16| 9 |
10:17:06:789 | 94|Ticks=0||1|-8|-48|-18| 9 |
10:17:06:820 | 95|Ticks=0||1|-7|-48|-19| 9 |
10:17:06:846 | 96|Ticks=0||1|-7|-47|-19| 9 |
10:17:06:878 | 97|Ticks=0||1|-6|-47|-20| 9 |
10:17:06:908 | 98|Ticks=0||1|-7|-46|-20| 9 |
10:17:06:939 | 99|Ticks=0||1|-6|-45|-19| 9 |
10:17:06:972 | 100|Ticks=0||1|-6|-45|-18| 9 |
10:17:07:2 | 101|Ticks=0||1|-6|-45|-16| 9 |
10:17:07:34 | 102|Ticks=0||1|-6|-44|-13| 9 |
10:17:07:59 | 103|Ticks=0||1|-5|-43|-12| 9 |
10:17:07:90 | 104|Ticks=0||1|-4|-41|-11| 9 |
10:17:07:123 | 105|Ticks=0||1|-3|-40|-10| 9 |
10:17:07:154 | 106|Ticks=0||1|-3|-40|-11| 9 |
10:17:07:186 | 107|Ticks=0||1|-5|-39|-12| 9 |
10:17:07:217 | 108|Ticks=0||1|-6|-38|-12| 9 |
10:17:07:247 | 109|Ticks=0||1|-7|-39|-12| 9 |
10:17:07:273 | 110|Ticks=0||1|-9|-46|-12| 9 |
10:17:07:305 | 111|Ticks=0||1|-9|-51|-12| 9 |
10:17:07:336 | 112|Ticks=0||1|-13|-55|-11| 9 |
10:17:07:368 | 113|Ticks=0||1|-15|-57|-11| 9 |
10:17:07:398 | 114|Ticks=0||1|-14|-53|-13| 9 |
10:17:07:430 | 115|Ticks=0||1|-15|-49|-15| 9 |
10:17:07:457 | 116|Ticks=0||1|-15|-47|-17| 9 |
10:17:07:488 | 117|Ticks=0||1|-13|-46|-20| 9 |
10:17:07:519 | 118|Ticks=0||1|-12|-45|-21| 9 |
10:17:07:550 | 119|Ticks=0||1|-11|-45|-23| 9 |
10:17:07:582 | 120|Ticks=0||1|-11|-45|-24| 9 |
10:17:07:612 | 121|Ticks=0||1|-11|-44|-25| 9 |
10:17:07:643 | 122|Ticks=0||1|-11|-42|-25| 9 |
10:17:07:670 | 123|Ticks=0||1|-11|-42|-26| 9 |
10:17:07:701 | 124|Ticks=0||1|-12|-42|-25| 9 |
10:17:07:733 | 125|Ticks=0||1|-11|-43|-25| 9 |
10:17:07:763 | 126|Ticks=0||1|-10|-43|-24| 9 |
10:17:07:794 | 127|Ticks=0||1|-10|-46|-23| 9 |
10:17:07:826 | 128|Ticks=0||1|-11|-46|-22| 9 |
10:17:07:857 | 129|Ticks=0||1|-12|-46|-21| 9 |
10:17:07:883 | 130|Ticks=0||1|-13|-46|-18| 9 |
10:17:07:915 | 131|Ticks=16||1|-12|-45|-17| 9 |
10:17:07:946 | 132|Ticks=16||1|-12|-46|-15| 9 |
10:17:07:977 | 133|Ticks=15||1|-10|-46|-14| 9 |
10:17:08:9 | 134|Ticks=15||1|-8|-45|-13| 9 |
10:17:08:127 | 135|Ticks=0||1|-12|-45|-15| 7 |
10:17:08:129 | 136|Ticks=0||1|-13|-47|-16| 7 |
10:17:08:160 | 137|Ticks=0||1|-13|-47|-16| 7 |
10:17:08:192 | 138|Ticks=0||1|-14|-51|-17| 7 |
10:17:08:224 | 139|Ticks=0||1|-14|-53|-18| 7 |
10:17:08:260 | 140|Ticks=0||1|-14|-58|-20| 7 |
10:17:08:280 | 141|Ticks=0||1|-15|-54|-19| 7 |
10:17:08:311 | 142|Ticks=0||1|-17|-48|-17| 7 |
10:17:08:343 | 143|Ticks=0||1|-16|-42|-17| 7 |
10:17:08:374 | 144|Ticks=0||1|-12|-42|-17| 7 |
10:17:08:404 | 145|Ticks=0||1|-9|-45|-19| 7 |
10:17:08:437 | 146|Ticks=0||1|-8|-51|-20| 7 |
10:17:08:468 | 147|Ticks=0||1|-7|-52|-20| 7 |
10:17:08:493 | 148|Ticks=16||1|-8|-50|-19| 7 |
10:17:08:525 | 149|Ticks=0||1|-9|-44|-19| 7 |
10:17:08:555 | 150|Ticks=0||1|-8|-41|-18| 7 |
10:17:08:587 | 151|Ticks=16||1|-7|-39|-18| 7 |
10:17:08:618 | 152|Ticks=0||1|-6|-38|-18| 7 |
10:17:08:651 | 153|Ticks=0||1|-4|-38|-18| 7 |
10:17:08:676 | 154|Ticks=0||1|-4|-38|-17| 7 |
10:17:08:707 | 155|Ticks=0||1|-5|-40|-17| 7 |
10:17:08:739 | 156|Ticks=0||1|-7|-42|-15| 7 |
10:17:08:771 | 157|Ticks=0||1|-6|-41|-15| 7 |
10:17:08:802 | 158|Ticks=0||1|-7|-42|-15| 7 |
10:17:08:832 | 159|Ticks=0||1|-6|-42|-14| 7 |
10:17:08:863 | 160|Ticks=0||1|-7|-40|-15| 7 |
10:17:08:891 | 161|Ticks=0||1|-7|-37|-15| 7 |
10:17:08:921 | 162|Ticks=0||1|-7|-34|-16| 7 |
10:17:08:953 | 163|Ticks=0||1|-7|-32|-17| 7 |
10:17:08:985 | 164|Ticks=0||1|-7|-31|-18| 7 |
10:17:09:14 | 165|Ticks=0||1|-7|-30|-19| 7 |
10:17:09:46 | 166|Ticks=0||1|-6|-30|-19| 7 |
10:17:09:78 | 167|Ticks=0||1|-6|-29|-20| 7 |
10:17:09:104 | 168|Ticks=0||1|-8|-29|-19| 7 |
10:17:09:136 | 169|Ticks=0||1|-10|-45|-20| 7 |
10:17:09:166 | 170|Ticks=0||1|-9|-71|-25| 7 |
10:17:09:197 | 171|Ticks=0||1|-13|-119|-31| 7 |
10:17:09:229 | 172|Ticks=0||1|-12|-103|-24| 7 |
10:17:09:261 | 173|Ticks=0||1|-17|-59|-25| 7 |
10:17:09:286 | 174|Ticks=0||1|-17|-60|-26| 7 |
10:17:09:318 | 175|Ticks=0||1|-16|-54|-21| 7 |
10:17:09:350 | 176|Ticks=16||1|-11|-37|-19| 7 |
10:17:09:380 | 177|Ticks=0||1|-7|-25|-19| 7 |
10:17:09:411 | 178|Ticks=0||1|-5|-22|-18| 7 |
10:17:09:443 | 179|Ticks=0||1|-4|-26|-18| 7 |
10:17:09:474 | 180|Ticks=0||1|-5|-30|-20| 7 |
10:17:09:501 | 181|Ticks=0||1|-5|-36|-24| 7 |
10:17:09:531 | 182|Ticks=0||1|-4|-39|-24| 7 |
10:17:09:563 | 183|Ticks=0||1|-6|-37|-26| 7 |
10:17:09:594 | 184|Ticks=0||1|-8|-35|-26| 7 |
10:17:09:625 | 185|Ticks=0||1|-11|-35|-26| 7 |
10:17:09:656 | 186|Ticks=0||1|-13|-35|-23| 7 |
10:17:09:689 | 187|Ticks=0||1|-15|-37|-23| 7 |
10:17:09:715 | 188|Ticks=0||1|-13|-51|-22| 7 |
10:17:09:746 | 189|Ticks=0||1|-10|-85|-23| 7 |
10:17:09:776 | 190|Ticks=0||1|-15|-114|-18| 7 |
10:17:09:808 | 191|Ticks=0||1|-16|-90|4| 7 |
10:17:09:839 | 192|Ticks=0||1|-20|-61|5| 7 |
10:17:09:870 | 193|Ticks=0||1|-16|-48|-5| 7 |
10:17:09:901 | 194|Ticks=0||1|-6|-39|-8| 7 |
10:17:09:927 | 195|Ticks=15||1|-4|-24|-15| 7 |
10:17:09:960 | 196|Ticks=0||1|-8|-20|-20| 7 |
10:17:09:990 | 197|Ticks=16||1|-8|-21|-21| 7 |
10:17:10:21 | 198|Ticks=16||1|-7|-22|-22| 7 |
10:17:10:54 | 199|Ticks=0||1|-8|-28|-21| 7 |
10:17:10:84 | 200|Ticks=0||1|-9|-33|-22| 7 |
10:17:10:111 | 201|Ticks=0||1|-8|-35|-21| 7 |
10:17:10:141 | 202|Ticks=0||1|-8|-34|-20| 7 |
10:17:10:174 | 203|Ticks=0||1|-8|-28|-19| 7 |
10:17:10:204 | 204|Ticks=0||1|-9|-25|-19| 7 |
10:17:10:236 | 205|Ticks=0||1|-9|-28|-20| 7 |
10:17:10:268 | 206|Ticks=0||1|-11|-43|-19| 7 |
10:17:10:299 | 207|Ticks=0||1|-10|-67|-25| 7 |
10:17:10:323 | 208|Ticks=0||1|-14|-109|-28| 7 |
10:17:10:355 | 209|Ticks=0||1|-11|-101|-20| 7 |
10:17:10:388 | 210|Ticks=0||1|-16|-76|-20| 7 |
10:17:10:419 | 211|Ticks=0||1|-19|-62|-21| 7 |
10:17:10:450 | 212|Ticks=0||1|-15|-50|-17| 7 |
10:17:10:481 | 213|Ticks=0||1|-13|-37|-16| 7 |
10:17:10:512 | 214|Ticks=0||1|-9|-26|-16| 7 |
10:17:10:538 | 215|Ticks=0||1|-8|-21|-16| 7 |
10:17:10:570 | 216|Ticks=0||1|-7|-25|-17| 7 |
10:17:10:601 | 217|Ticks=0||1|-6|-31|-19| 7 |
10:17:10:631 | 218|Ticks=0||1|-5|-37|-22| 7 |
10:17:10:664 | 219|Ticks=0||1|-3|-39|-25| 7 |
10:17:10:746 | 220|Ticks=15||1|-7|-33|-28| 7 |
10:17:10:758 | 221|Ticks=0||1|-9|-25|-26| 7 |
10:17:10:793 | 222|Ticks=0||1|-13|-33|-25| 7 |
10:17:10:817 | 223|Ticks=15||1|-15|-61|-29| 7 |
10:17:10:845 | 224|Ticks=0||1|-22|-123|-25| 7 |
10:17:10:877 | 225|Ticks=0||1|-19|-92|-1| 7 |
10:17:10:908 | 226|Ticks=0||1|-29|-73|8| 7 |
10:17:10:934 | 227|Ticks=0||1|-19|-50|-3| 7 |
10:17:10:966 | 228|Ticks=0||1|-6|-40|-6| 7 |
10:17:10:996 | 229|Ticks=0||1|-3|-22|-12| 7 |
10:17:11:29 | 230|Ticks=0||1|-7|-15|-15| 7 |
10:17:11:60 | 231|Ticks=0||1|-6|-10|-18| 7 |
10:17:11:91 | 232|Ticks=0||1|-6|-9|-19| 7 |
10:17:11:123 | 233|Ticks=0||1|-8|-13|-19| 7 |
10:17:11:149 | 234|Ticks=0||1|-7|-21|-21| 7 |
10:17:11:180 | 235|Ticks=0||1|-7|-30|-21| 7 |
10:17:11:211 | 236|Ticks=0||1|-10|-42|-19| 7 |
10:17:11:242 | 237|Ticks=0||1|-12|-59|-20| 7 |
10:17:11:274 | 238|Ticks=0||1|-16|-79|-22| 7 |
10:17:11:304 | 239|Ticks=0||1|-18|-102|-25| 7 |
10:17:11:336 | 240|Ticks=0||1|-19|-104|-27| 7 |
10:17:11:364 | 241|Ticks=15||1|-17|-79|-26| 7 |
10:17:11:393 | 242|Ticks=16||1|-15|-57|-24| 7 |
10:17:11:425 | 243|Ticks=16||1|-12|-42|-21| 7 |
10:17:11:456 | 244|Ticks=0||1|-13|-28|-18| 7 |
10:17:11:488 | 245|Ticks=15||1|-10|-17|-19| 7 |
10:17:11:520 | 246|Ticks=15||1|-9|-12|-18| 7 |
10:17:11:545 | 247|Ticks=0||1|-8|-18|-18| 7 |
10:17:11:578 | 248|Ticks=0||1|-5|-23|-20| 7 |
10:17:11:608 | 249|Ticks=0||1|-7|-29|-21| 7 |
10:17:11:639 | 250|Ticks=0||1|-12|-37|-22| 7 |
10:17:11:671 | 251|Ticks=0||1|-13|-37|-26| 7 |
10:17:11:702 | 252|Ticks=0||1|-11|-42|-23| 7 |
10:17:11:734 | 253|Ticks=0||1|-12|-57|-19| 7 |
10:17:11:759 | 254|Ticks=0||1|-15|-82|-12| 7 |
10:17:11:793 | 255|Ticks=0||1|-15|-94|-2| 7 |
10:17:11:822 | 256|Ticks=0||1|-12|-85|7| 7 |
10:17:11:852 | 257|Ticks=0||1|-7|-67|7| 7 |
10:17:11:885 | 258|Ticks=0||1|-1|-53|0| 7 |
10:17:11:916 | 259|Ticks=0||1|0|-39|-8| 7 |
10:17:11:946 | 260|Ticks=0||1|-1|-27|-13| 7 |
10:17:11:974 | 261|Ticks=0||1|-4|-21|-13| 7 |
10:17:12:4 | 262|Ticks=0||1|-6|-20|-16| 7 |
10:17:12:36 | 263|Ticks=0||1|-6|-23|-18| 7 |
10:17:12:68 | 264|Ticks=0||1|-8|-30|-18| 7 |
10:17:12:98 | 265|Ticks=0||1|-11|-32|-19| 7 |
10:17:12:130 | 266|Ticks=0||1|-9|-31|-18| 7 |
10:17:12:160 | 267|Ticks=0||1|-7|-32|-18| 7 |
10:17:12:188 | 268|Ticks=0||1|-5|-29|-17| 7 |
